ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y
0.11929693343305908,0.5079534258844604,0.4607756569121436,0.9710348022345577,0.23383668083858672,-0.12556648941643214,-0.21446348938318396,-1.0705503159919387,-0.6573856397012197
